Concept ID,Concept Name,Industry,Problem Area,Target User,Delivery Complexity (1-10),Strategic Fit (1-10),Customer ID,Segment,Demo Date,Feedback Score (1-10),Follow-Up Requested,Decision Maker Present,Objections Count,Trial Sessions,Feature Clicks,Repeat Usage Days,Active Users,Time Spent (min),Abandoned Features,Pilot Interest (1-10),Urgency Score (1-10),Budget Signal (1-10),Willingness To Pay (%),Expected Value ($),Implementation Risk (1-10),Customer Comments,Pain Point Statements,Objection Themes,Requested Capabilities,Commercial Outcome
CPT-1256,Forecasting Assistant 62,Legal Tech,Customer Support,Executive Sponsor,6,4.0,CUST-2256,Mid-Market,2024-11-02,5.5,1,0.0,3.0,11,99,8,37,51.1,5,4,4,3.0,45.00%,24142.0,10,This solves a real pain point for our operations team.,compliance checks are manual,security review pending,SSO integration,Archive
CPT-1257,Customer Support Assistant 63,Healthcare,Personalization,Product Manager,4,3.0,CUST-2257,SMB,2024-06-26,3.3,1,1.0,4.0,5,54,5,10,78.6,2,3,6,2.0,,8922.0,6,"The demo saved us a lot of manual work, we'd like to see a pilot.",onboarding new staff is painful,requires change management,custom workflows,Archive
CPT-1258,Forecasting Assistant 64,HR Tech,Fraud Detection,IT Admin,6,5.0,CUST-2258,Enterprise,2024-08-09,6.0,0,1.0,4.0,26,237,12,20,246.0,8,6,5,5.0,47.00%,14680.0,6,"The demo saved us a lot of manual work, we'd like to see a pilot.",lack of visibility across teams,price too high,offline mode,Archive
CPT-1259,Fraud Detection Assistant 65,Legal Tech,Forecasting,Executive Sponsor,8,6.0,CUST-2259,Mid-Market,2024-07-03,4.7,0,1.0,4.0,2,10,8,39,,1,6,3,,67.00%,33375.0,6,"Our team was impressed with the automation, requesting a follow-up.",customer response times are too slow,integration complexity,mobile access,Archive
CPT-1260,Customer Support Assistant 66,Cybersecurity,Personalization,Frontline Agent,5,7.0,CUST-2260,Startup,2024-04-21,3.8,0,0.0,5.0,5,37,12,22,131.3,3,5,4,6.0,74.00%,29212.0,7,"We already have a similar tool, differentiation was unclear.",data lives in silos,requires change management,role-based permissions,Customer Pilot
CPT-1261,Predictive Analytics Assistant 67,Legal Tech,Customer Support,Executive Sponsor,8,5.0,CUST-2261,SMB,2024-09-08,5.1,0,0.0,0.0,16,105,26,29,128.2,4,4,8,8.0,49.00%,16317.0,7,"The sandbox trial exceeded expectations, several teams want access.",forecasts are unreliable,none,custom workflows,Reusable Asset
CPT-1262,Workflow Automation Assistant 68,Healthcare,Fraud Detection,Data Analyst,3,4.0,CUST-2262,SMB,2024-04-23,5.4,1,0.0,3.0,7,4562,20,22,161.7,4,5,5,5.0,40.00%,30557.0,6,This solves a real pain point for our operations team.,data lives in silos,integration complexity,role-based permissions,Incubate
CPT-1263,Personalization Assistant 69,Consumer Apps,Customer Support,Product Manager,7,8.0,CUST-2263,SMB,2024-05-18,9.8,1,0.0,0.0,37,387,30,51,202.3,0,10,9,7.0,82.00%,52838.0,3,Security and compliance review would be required before adoption.,data lives in silos,none,SSO integration,MVP Build
CPT-1264,Knowledge Search Assistant 70,EdTech,Compliance Monitoring,Data Analyst,7,6.0,CUST-2264,SMB,2024-06-25,5.8,1,0.0,1.0,17,117,14,23,192.4,2,6,4,3.0,56.00%,8103.0,7,"The sandbox trial exceeded expectations, several teams want access.",forecasts are unreliable,limited vendor track record,multi-language support,Incubate
CPT-1265,Predictive Analytics Assistant 71,Retail,Workflow Automation,Data Analyst,8,7.0,CUST-2265,SMB,2025-06-10,6.1,0,1.0,3.0,19,128,4,33,189.8,1,6,6,5.0,38.00%,5565.0,10,"We already have a similar tool, differentiation was unclear.",data lives in silos,unclear ROI,better reporting,Archive
CPT-1266,Document Intelligence Assistant 72,Healthcare,Forecasting,Ops Manager,6,6.0,CUST-2266,Startup,2025-05-13,3.9,0,0.0,3.0,14,64,0,35,,7,3,5,3.0,34.00%,14908.0,8,"Not a priority right now, but worth revisiting next quarter.",customer response times are too slow,limited vendor track record,custom workflows,Archive
CPT-1267,Customer Support Assistant 73,HR Tech,Document Intelligence,Frontline Agent,4,6.0,CUST-2267,Enterprise,2024-02-14,,0,0.0,4.0,4,14,9,15,21.1,3,3,4,6.0,22.00%,21172.0,3,Interesting concept but we need to validate ROI before committing budget.,manual data entry is too slow,price too high,API access,Archive
CPT-1268,Forecasting Assistant 74,Healthcare,Predictive Analytics,Data Analyst,3,4.0,CUST-2268,SMB,2024-11-25,4.3,1,1.0,4.0,20,126,11,17,113.0,5,5,4,3.0,48.00%,22999.0,7,"The sandbox trial exceeded expectations, several teams want access.",onboarding new staff is painful,integration complexity,API access,Archive
CPT-1269,Forecasting Assistant 75,Retail,Customer Support,Small Business Owner,7,7.0,CUST-2269,SMB,2024-02-29,3.3,0,0.0,7.0,21,119,5,25,60.9,4,3,4,2.0,12.00%,14459.0,6,Interesting concept but we need to validate ROI before committing budget.,compliance checks are manual,data privacy concerns,SSO integration,Archive
CPT-1270,Knowledge Search Assistant 76,Retail,Fraud Detection,Frontline Agent,5,7.0,CUST-2270,Mid-Market,2024-09-02,8.4,1,0.0,0.0,26,220,30,51,193.4,1,8,8,7.0,68.00%,50541.0,3,"The sandbox trial exceeded expectations, several teams want access.",manual data entry is too slow,none,custom workflows,MVP Build
CPT-1271,Predictive Analytics Assistant 77,HR Tech,Forecasting,Small Business Owner,4,8.0,CUST-2271,SMB,2025-06-06,7.7,1,0.0,5.0,17,139,22,51,300.0,2,9,5,9.0,95.00%,21329.0,4,"The sandbox trial exceeded expectations, several teams want access.",compliance checks are manual,price too high,multi-language support,MVP Build
CPT-1272,Knowledge Search Assistant 78,Logistics,Forecasting,Small Business Owner,8,4.0,CUST-2272,Mid-Market,2025-02-07,1.5,0,0.0,3.0,23,182,9,4,8.6,8,1,4,4.0,38.00%,4648.0,8,This solves a real pain point for our operations team.,onboarding new staff is painful,security review pending,mobile access,Archive
CPT-1273,Workflow Automation Assistant 79,FinTech,Forecasting,Product Manager,5,7.0,CUST-2273,Mid-Market,2024-07-29,7.2,1,0.0,3.0,22,261,14,44,106.9,3,7,6,6.0,38.00%,7515.0,7,Interesting concept but we need to validate ROI before committing budget.,lack of visibility across teams,requires change management,mobile access,Incubate
CPT-1274,Fraud Detection Assistant 80,Cybersecurity,Forecasting,Data Analyst,5,7.0,CUST-2274,Mid-Market,2025-01-21,4.7,1,0.0,6.0,25,150,18,21,113.9,7,4,6,4.0,55.00%,24295.0,7,"The demo saved us a lot of manual work, we'd like to see a pilot.",reporting takes days not minutes,security review pending,mobile access,Incubate
CPT-1275,Compliance Monitoring Assistant 81,Cybersecurity,Workflow Automation,Frontline Agent,3,7.0,CUST-2275,Enterprise,2024-05-18,6.6,1,0.0,1.0,26,96,15,39,202.6,0,8,5,8.0,59.00%,67507.0,5,"The sandbox trial exceeded expectations, several teams want access.",customer response times are too slow,requires change management,multi-language support,Customer Pilot
CPT-1276,Document Intelligence Assistant 82,EdTech,Customer Support,Product Manager,6,5.0,CUST-2276,Startup,2024-06-25,3.7,0,0.0,2.0,4,22,5,20,106.7,7,4,5,4.0,40.00%,31680.0,3,"We already have a similar tool, differentiation was unclear.",manual data entry is too slow,price too high,API access,Archive
CPT-1277,Compliance Monitoring Assistant 83,EdTech,Knowledge Search,Product Manager,7,6.0,CUST-2277,Enterprise,2024-07-30,6.7,0,0.0,,17,101,21,47,114.0,6,6,8,5.0,13.00%,23713.0,8,Security and compliance review would be required before adoption.,lack of visibility across teams,security review pending,role-based permissions,Archive
CPT-1278,Forecasting Assistant 84,Logistics,Knowledge Search,Ops Manager,6,6.0,CUST-2278,Mid-Market,2025-05-09,8.8,0,1.0,2.0,40,400,27,52,277.0,1,8,9,10.0,77.00%,55822.0,4,This solves a real pain point for our operations team.,reporting takes days not minutes,data privacy concerns,mobile access,MVP Build
CPT-1279,Workflow Automation Assistant 85,Legal Tech,Forecasting,Executive Sponsor,4,5.0,CUST-2279,Mid-Market,2024-11-28,4.9,1,1.0,4.0,14,84,10,36,85.7,6,5,3,7.0,57.00%,23751.0,6,Security and compliance review would be required before adoption.,too many tools that don't talk to each other,integration complexity,custom workflows,Archive
CPT-1280,Customer Support Assistant 86,HR Tech,Compliance Monitoring,Compliance Officer,3,5.0,CUST-2280,SMB,2025-06-20,4.0,1,0.0,4.0,12,71,0,19,67.3,9,4,5,5.0,59.00%,12416.0,6,This solves a real pain point for our operations team.,customer response times are too slow,data privacy concerns,role-based permissions,Archive
CPT-1281,Predictive Analytics Assistant 87,Legal Tech,Compliance Monitoring,Ops Manager,5,6.0,CUST-2281,SMB,2024-07-04,7.4,1,0.0,2.0,21,248,2,53,136.5,1,7,5,8.0,62.00%,52138.0,3,"The demo saved us a lot of manual work, we'd like to see a pilot.",onboarding new staff is painful,price too high,custom workflows,Customer Pilot
CPT-1282,Predictive Analytics Assistant 88,Logistics,Forecasting,Ops Manager,5,8.0,CUST-2282,Startup,2025-06-17,8.1,1,0.0,3.0,26,113,17,55,,1,9,7,7.0,53.00%,32690.0,5,Interesting concept but we need to validate ROI before committing budget.,reporting takes days not minutes,integration complexity,better reporting,Customer Pilot
CPT-1283,Document Intelligence Assistant 89,Manufacturing,Forecasting,Product Manager,4,8.0,CUST-2283,Startup,2024-06-05,6.5,1,0.0,2.0,26,142,25,45,163.2,3,6,4,8.0,96.00%,26695.0,6,"We already have a similar tool, differentiation was unclear.",data lives in silos,integration complexity,SSO integration,MVP Build
CPT-1284,Process Optimization Assistant 90,Manufacturing,Fraud Detection,Small Business Owner,5,5.0,CUST-2284,Enterprise,2024-08-08,3.2,1,1.0,2.0,15,51,0,4,134.0,9,3,4,,54.00%,30660.0,7,"Not a priority right now, but worth revisiting next quarter.",customer response times are too slow,data privacy concerns,role-based permissions,Archive
CPT-1285,Predictive Analytics Assistant 91,Consumer Apps,Customer Support,Ops Manager,8,8.0,CUST-2285,SMB,2024-04-21,7.4,1,1.0,4.0,21,141,18,40,197.7,0,7,5,5.0,64.00%,12438.0,4,"The sandbox trial exceeded expectations, several teams want access.",data lives in silos,limited vendor track record,API access,Incubate
CPT-1286,Document Intelligence Assistant 92,HR Tech,Fraud Detection,Executive Sponsor,5,6.0,CUST-2286,Startup,2025-04-27,4.9,0,1.0,3.0,27,208,17,30,128.5,1,5,4,6.0,67.00%,14110.0,4,"The sandbox trial exceeded expectations, several teams want access.",too many false positives,requires change management,multi-language support,Incubate
CPT-1287,Workflow Automation Assistant 93,Healthcare,Personalization,IT Admin,3,,CUST-2287,SMB,2025-01-07,7.0,0,1.0,1.0,25,101,0,25,277.4,3,7,7,6.0,67.00%,77354.0,7,"Our team was impressed with the automation, requesting a follow-up.",data lives in silos,price too high,SSO integration,Incubate
CPT-1288,Document Intelligence Assistant 94,Consumer Apps,Forecasting,Small Business Owner,3,8.0,CUST-2288,SMB,2025-03-06,6.6,1,1.0,2.0,20,74,14,47,164.8,0,6,6,7.0,47.00%,14657.0,4,"We already have a similar tool, differentiation was unclear.",manual data entry is too slow,limited vendor track record,custom workflows,Customer Pilot
CPT-1289,Process Optimization Assistant 95,EdTech,Knowledge Search,IT Admin,7,5.0,CUST-2289,Startup,2024-12-13,5.2,1,0.0,4.0,10,56,6,1,114.3,7,5,7,3.0,,10938.0,6,"Not a priority right now, but worth revisiting next quarter.",onboarding new staff is painful,unclear ROI,custom workflows,Archive
CPT-1290,Process Optimization Assistant 96,HR Tech,Knowledge Search,Product Manager,7,6.0,CUST-2290,SMB,2024-10-21,6.2,1,1.0,3.0,21,147,18,26,210.7,5,7,6,5.0,,12929.0,8,"Our team was impressed with the automation, requesting a follow-up.",data lives in silos,unclear ROI,SSO integration,Incubate
CPT-1291,Workflow Automation Assistant 0,Legal Tech,Fraud Detection,Executive Sponsor,5,6.0,CUST-2291,Startup,2024-07-01,1.9,0,1.0,4.0,14,74,6,23,149.8,6,4,6,5.0,,30287.0,7,"The demo saved us a lot of manual work, we'd like to see a pilot.",reporting takes days not minutes,security review pending,API access,Archive
CPT-1292,Predictive Analytics Assistant 1,FinTech,Knowledge Search,Data Analyst,6,6.0,CUST-2292,Startup,2024-10-25,5.1,0,0.0,6.0,22,214,16,15,57.6,7,6,5,5.0,60.00%,40370.0,5,"Not a priority right now, but worth revisiting next quarter.",compliance checks are manual,limited vendor track record,SSO integration,Archive
CPT-1293,Customer Support Assistant 2,Manufacturing,Customer Support,Compliance Officer,6,3.0,CUST-2293,Enterprise,2025-05-08,1.7,0,0.0,5.0,13,145,0,6,0.0,6,1,3,3.0,8.00%,8398.0,8,"Not a priority right now, but worth revisiting next quarter.",customer response times are too slow,price too high,API access,Archive
CPT-1294,Compliance Monitoring Assistant 3,Logistics,Customer Support,Compliance Officer,6,5.0,CUST-2294,Mid-Market,2024-02-11,5.5,0,0.0,5.0,17,203,3,34,171.3,5,5,6,6.0,46.00%,9976.0,2,Security and compliance review would be required before adoption.,customer response times are too slow,integration complexity,better reporting,Archive
CPT-1295,Fraud Detection Assistant 4,HR Tech,Fraud Detection,Compliance Officer,4,6.0,CUST-2295,Mid-Market,2024-09-18,,0,0.0,5.0,12,98,9,33,117.2,2,6,7,7.0,,32626.0,5,"Our team was impressed with the automation, requesting a follow-up.",reporting takes days not minutes,integration complexity,API access,Incubate
CPT-1296,Customer Support Assistant 5,EdTech,Process Optimization,IT Admin,5,6.0,CUST-2296,Mid-Market,2024-06-24,4.1,0,0.0,1.0,21,243,7,16,80.3,8,6,6,3.0,7.00%,10793.0,5,"The demo saved us a lot of manual work, we'd like to see a pilot.",customer response times are too slow,unclear ROI,SSO integration,Archive
CPT-1297,Forecasting Assistant 6,Consumer Apps,Forecasting,Ops Manager,7,8.0,CUST-2297,Enterprise,2025-04-15,5.6,1,0.0,2.0,21,177,16,30,123.9,3,6,6,4.0,32.00%,18024.0,4,"We already have a similar tool, differentiation was unclear.",manual data entry is too slow,integration complexity,multi-language support,Incubate
CPT-1298,Fraud Detection Assistant 7,Legal Tech,Compliance Monitoring,Compliance Officer,5,4.0,CUST-2298,Mid-Market,2024-02-09,3.8,0,1.0,5.0,16,136,23,18,83.0,7,4,4,7.0,54.00%,58256.0,9,"Our team was impressed with the automation, requesting a follow-up.",customer response times are too slow,requires change management,SSO integration,Archive
CPT-1299,Predictive Analytics Assistant 8,Logistics,Compliance Monitoring,IT Admin,4,5.0,CUST-2299,Enterprise,2024-09-11,2.7,0,,,5,53,10,1,16.8,8,2,8,5.0,58.00%,18259.0,6,Interesting concept but we need to validate ROI before committing budget.,forecasts are unreliable,price too high,API access,Archive
CPT-1300,Document Intelligence Assistant 9,Retail,Personalization,Product Manager,5,8.0,CUST-2300,SMB,2025-05-07,7.5,0,0.0,0.0,21,75,19,34,255.3,1,9,7,5.0,68.00%,21502.0,3,This solves a real pain point for our operations team.,data lives in silos,none,API access,Customer Pilot
CPT-1301,Fraud Detection Assistant 10,Healthcare,Compliance Monitoring,Product Manager,5,6.0,CUST-2301,Enterprise,2024-01-22,8.7,0,0.0,0.0,24,280,30,50,,0,9,9,8.0,57.00%,106302.0,6,"Our team was impressed with the automation, requesting a follow-up.",reporting takes days not minutes,none,mobile access,MVP Build
CPT-1302,Compliance Monitoring Assistant 11,Manufacturing,Document Intelligence,Small Business Owner,8,7.0,CUST-2302,Mid-Market,2025-04-20,7.3,1,1.0,3.0,33,120,23,48,291.1,4,7,7,6.0,50.00%,19171.0,7,"Our team was impressed with the automation, requesting a follow-up.",lack of visibility across teams,integration complexity,mobile access,Customer Pilot
CPT-1303,Customer Support Assistant 12,Manufacturing,Compliance Monitoring,Product Manager,6,6.0,CUST-2303,Mid-Market,2024-03-20,7.8,0,0.0,0.0,32,100,30,43,144.7,0,8,6,4.0,35.00%,38282.0,6,"We already have a similar tool, differentiation was unclear.",customer response times are too slow,none,better reporting,Incubate
CPT-1304,Fraud Detection Assistant 13,Consumer Apps,Personalization,Ops Manager,6,8.0,CUST-2304,Startup,2025-03-27,8.1,1,0.0,0.0,19,152,12,41,137.4,1,8,7,4.0,40.00%,13659.0,5,"We already have a similar tool, differentiation was unclear.",data lives in silos,none,custom workflows,Customer Pilot
CPT-1305,Fraud Detection Assistant 14,Healthcare,Process Optimization,Data Analyst,5,7.0,CUST-2305,SMB,2025-02-04,4.7,1,1.0,,9,38,3,18,136.1,4,5,5,4.0,30.00%,19321.0,7,"Not a priority right now, but worth revisiting next quarter.",too many tools that don't talk to each other,price too high,mobile access,Archive
CPT-1306,Document Intelligence Assistant 15,HR Tech,Compliance Monitoring,Ops Manager,6,,CUST-2306,Mid-Market,2024-08-22,5.4,1,0.0,5.0,15,164,8,29,131.4,3,5,6,5.0,53.00%,40163.0,6,Security and compliance review would be required before adoption.,manual data entry is too slow,data privacy concerns,better reporting,Archive
CPT-1307,Customer Support Assistant 16,Legal Tech,Process Optimization,Product Manager,7,,CUST-2307,Mid-Market,2025-01-20,6.3,1,1.0,3.0,22,240,27,30,167.2,3,6,6,8.0,62.00%,38190.0,9,"Our team was impressed with the automation, requesting a follow-up.",lack of visibility across teams,limited vendor track record,multi-language support,Incubate
CPT-1308,Workflow Automation Assistant 17,Legal Tech,Forecasting,Frontline Agent,6,3.0,CUST-2308,Enterprise,2025-03-05,3.1,0,0.0,2.0,14,153,6,17,933.88,5,2,4,6.0,46.00%,25838.0,5,"Our team was impressed with the automation, requesting a follow-up.",customer response times are too slow,integration complexity,API access,Archive
CPT-1309,Document Intelligence Assistant 18,Legal Tech,Process Optimization,Data Analyst,2,7.0,CUST-2309,SMB,2024-12-22,8.6,1,1.0,0.0,24,94,30,45,300.0,1,9,6,10.0,100.00%,35346.0,1,"We already have a similar tool, differentiation was unclear.",lack of visibility across teams,none,API access,MVP Build
CPT-1310,Forecasting Assistant 19,Legal Tech,Compliance Monitoring,Executive Sponsor,5,7.0,CUST-2310,SMB,2025-01-04,7.2,0,0.0,2.0,23,220,22,45,214.5,7,7,7,7.0,82.00%,40321.0,6,"We already have a similar tool, differentiation was unclear.",forecasts are unreliable,requires change management,SSO integration,Customer Pilot
CPT-1311,Fraud Detection Assistant 20,Legal Tech,Workflow Automation,Small Business Owner,7,8.0,CUST-2311,Mid-Market,2025-03-14,6.4,1,0.0,3.0,27,162,19,20,176.5,3,6,6,4.0,45.00%,17422.0,8,"The sandbox trial exceeded expectations, several teams want access.",onboarding new staff is painful,integration complexity,better reporting,Incubate
CPT-1312,Predictive Analytics Assistant 21,Logistics,Compliance Monitoring,Executive Sponsor,6,,CUST-2312,Mid-Market,2024-12-29,7.2,1,,5.0,20,221,17,33,192.7,4,7,7,8.0,89.00%,40267.0,7,"Our team was impressed with the automation, requesting a follow-up.",forecasts are unreliable,limited vendor track record,custom workflows,Customer Pilot
CPT-1313,Predictive Analytics Assistant 22,Logistics,Document Intelligence,Product Manager,7,6.0,CUST-2313,Startup,2024-12-09,7.6,1,1.0,1.0,33,256,15,41,189.3,1,7,7,8.0,72.00%,21621.0,8,This solves a real pain point for our operations team.,lack of visibility across teams,integration complexity,SSO integration,Customer Pilot
CPT-1314,Workflow Automation Assistant 23,Manufacturing,Document Intelligence,IT Admin,6,6.0,CUST-2314,Startup,2025-06-18,6.1,0,1.0,6.0,29,197,8,25,185.0,1,7,5,4.0,26.00%,17689.0,9,This solves a real pain point for our operations team.,compliance checks are manual,none,offline mode,Archive
CPT-1315,Compliance Monitoring Assistant 24,Consumer Apps,Process Optimization,IT Admin,6,6.0,CUST-2315,Mid-Market,2025-05-08,8.5,1,,0.0,24,132,23,60,268.1,2,9,8,5.0,78.00%,16461.0,1,"Not a priority right now, but worth revisiting next quarter.",too many false positives,none,SSO integration,MVP Build
CPT-1316,Customer Support Assistant 25,HR Tech,Workflow Automation,Data Analyst,5,8.0,CUST-2316,Startup,2025-01-18,5.1,0,0.0,3.0,10,74,5,23,230.4,2,5,5,6.0,53.00%,11376.0,7,"Not a priority right now, but worth revisiting next quarter.",manual data entry is too slow,limited vendor track record,SSO integration,Archive
CPT-1317,Workflow Automation Assistant 26,Manufacturing,Predictive Analytics,Product Manager,5,1.0,CUST-2317,SMB,2025-04-30,1.0,1,1.0,8.0,6,34,6,1,0.0,6,1,5,5.0,27.00%,32691.0,9,"Our team was impressed with the automation, requesting a follow-up.",too many false positives,price too high,custom workflows,Archive
CPT-1318,Forecasting Assistant 27,Manufacturing,Customer Support,Executive Sponsor,7,,CUST-2318,Startup,2024-09-09,6.7,1,0.0,4.0,23,184,21,45,201.5,1,8,9,3.0,38.00%,19341.0,3,"We already have a similar tool, differentiation was unclear.",compliance checks are manual,limited vendor track record,API access,Incubate
CPT-1319,Knowledge Search Assistant 28,Healthcare,Personalization,Product Manager,4,4.0,CUST-2319,Enterprise,2025-02-01,7.0,0,0.0,1.0,17,86,14,30,97.8,7,7,8,7.0,69.00%,41710.0,6,"Not a priority right now, but worth revisiting next quarter.",compliance checks are manual,unclear ROI,mobile access,Incubate
CPT-1320,Document Intelligence Assistant 29,Healthcare,Compliance Monitoring,Product Manager,3,4.0,CUST-2320,SMB,2024-07-13,3.3,1,0.0,,0,0,8,1,105.6,8,4,3,3.0,8.00%,11114.0,5,"Not a priority right now, but worth revisiting next quarter.",data lives in silos,limited vendor track record,offline mode,Archive
CPT-1321,Personalization Assistant 30,HR Tech,Knowledge Search,Small Business Owner,6,4.0,CUST-2321,Enterprise,2024-07-19,4.6,1,1.0,0.0,7,63,9,13,112.6,10,5,4,6.0,95.00%,48547.0,6,"We already have a similar tool, differentiation was unclear.",too many tools that don't talk to each other,none,mobile access,Archive
CPT-1322,Workflow Automation Assistant 31,FinTech,Predictive Analytics,Data Analyst,5,3.0,CUST-2322,SMB,2025-02-08,4.1,1,1.0,5.0,11,68,8,14,43.8,6,6,4,4.0,48.00%,16797.0,10,"Our team was impressed with the automation, requesting a follow-up.",data lives in silos,limited vendor track record,SSO integration,Archive
CPT-1323,Knowledge Search Assistant 32,Healthcare,Fraud Detection,Executive Sponsor,5,8.0,CUST-2323,Mid-Market,2024-10-21,7.8,1,,2.0,26,111,17,31,257.3,2,8,9,,32.00%,36143.0,8,"We already have a similar tool, differentiation was unclear.",compliance checks are manual,price too high,API access,Customer Pilot
CPT-1324,Forecasting Assistant 33,Logistics,Compliance Monitoring,Data Analyst,7,4.0,CUST-2324,SMB,2024-07-27,5.0,0,1.0,4.0,28,140,16,39,45.1,8,4,6,4.0,38.00%,15167.0,7,"The demo saved us a lot of manual work, we'd like to see a pilot.",onboarding new staff is painful,security review pending,multi-language support,Archive
CPT-1325,Workflow Automation Assistant 34,Manufacturing,Document Intelligence,Compliance Officer,8,5.0,CUST-2325,Enterprise,2025-02-28,2.9,0,0.0,8.0,13,131,8,11,123.8,9,4,5,4.0,58.00%,22403.0,8,"The sandbox trial exceeded expectations, several teams want access.",onboarding new staff is painful,unclear ROI,mobile access,Archive
CPT-1326,Document Intelligence Assistant 35,EdTech,Workflow Automation,IT Admin,4,,CUST-2326,Startup,2024-08-24,,1,1.0,1.0,7,49,12,42,234.4,3,8,6,5.0,77.00%,37892.0,7,"The demo saved us a lot of manual work, we'd like to see a pilot.",compliance checks are manual,security review pending,multi-language support,Customer Pilot
CPT-1327,Customer Support Assistant 36,HR Tech,Fraud Detection,Compliance Officer,7,5.0,CUST-2327,Mid-Market,2024-11-07,4.8,0,,3.0,14,69,0,25,141.2,3,5,5,4.0,43.00%,34030.0,4,"Our team was impressed with the automation, requesting a follow-up.",customer response times are too slow,none,mobile access,Archive
CPT-1328,Compliance Monitoring Assistant 37,Legal Tech,Compliance Monitoring,Frontline Agent,6,,CUST-2328,Mid-Market,2024-06-14,2.4,0,1.0,7.0,9,43,16,4,28.3,7,3,6,3.0,45.00%,19717.0,6,This solves a real pain point for our operations team.,too many tools that don't talk to each other,security review pending,mobile access,Archive
CPT-1329,Customer Support Assistant 38,Logistics,Workflow Automation,IT Admin,7,4.0,CUST-2329,Mid-Market,2024-09-11,2.9,0,1.0,4.0,12,57,9,2,93.4,3,3,6,5.0,82.00%,14158.0,6,"Our team was impressed with the automation, requesting a follow-up.",reporting takes days not minutes,requires change management,role-based permissions,Archive
CPT-1330,Document Intelligence Assistant 39,Cybersecurity,Predictive Analytics,Product Manager,8,7.0,CUST-2330,Enterprise,2025-02-07,6.1,0,0.0,6.0,15,177,22,36,66.7,4,6,6,8.0,56.00%,27109.0,9,Security and compliance review would be required before adoption.,compliance checks are manual,price too high,offline mode,Reusable Asset
CPT-1331,Compliance Monitoring Assistant 40,FinTech,Document Intelligence,Compliance Officer,5,4.0,CUST-2331,Enterprise,2025-05-21,3.4,0,0.0,4.0,2,11,11,4,99.2,10,3,7,4.0,67.00%,32044.0,9,"The sandbox trial exceeded expectations, several teams want access.",compliance checks are manual,security review pending,offline mode,Archive
CPT-1332,Personalization Assistant 41,Manufacturing,Forecasting,Data Analyst,6,5.0,CUST-2332,Startup,2025-01-26,8.2,1,1.0,1.0,23,72,20,41,146.0,3,7,6,8.0,56.00%,55290.0,6,Interesting concept but we need to validate ROI before committing budget.,onboarding new staff is painful,price too high,role-based permissions,Incubate
CPT-1333,Forecasting Assistant 42,Cybersecurity,Workflow Automation,Data Analyst,5,3.0,CUST-2333,Mid-Market,2025-06-19,2.7,1,0.0,4.0,22,102,5,15,103.1,10,2,6,6.0,,52907.0,8,Security and compliance review would be required before adoption.,data lives in silos,requires change management,offline mode,Archive
CPT-1334,Personalization Assistant 43,Consumer Apps,Personalization,Frontline Agent,6,,CUST-2334,Enterprise,2024-11-27,3.5,0,0.0,4.0,8,26,6,14,53.6,3,1,3,4.0,19.00%,12710.0,4,"The sandbox trial exceeded expectations, several teams want access.",reporting takes days not minutes,security review pending,role-based permissions,Archive
CPT-1335,Knowledge Search Assistant 44,HR Tech,Customer Support,Executive Sponsor,8,5.0,CUST-2335,SMB,2025-01-14,9.1,1,1.0,3.0,26,172,24,40,300.0,1,10,9,9.0,,26393.0,6,Interesting concept but we need to validate ROI before committing budget.,customer response times are too slow,unclear ROI,API access,MVP Build
CPT-1336,Customer Support Assistant 45,Cybersecurity,Process Optimization,Data Analyst,4,4.0,CUST-2336,Enterprise,2025-04-29,4.4,0,0.0,5.0,17,126,14,40,49.9,7,4,8,7.0,30.00%,22868.0,7,"The sandbox trial exceeded expectations, several teams want access.",customer response times are too slow,data privacy concerns,API access,Archive
CPT-1337,Personalization Assistant 46,HR Tech,Knowledge Search,Product Manager,8,5.0,CUST-2337,SMB,2025-03-07,,0,0.0,4.0,13,104,10,18,63.1,5,3,5,2.0,,15173.0,10,This solves a real pain point for our operations team.,customer response times are too slow,security review pending,role-based permissions,Archive
CPT-1338,Workflow Automation Assistant 47,Legal Tech,Customer Support,IT Admin,7,4.0,CUST-2338,SMB,2025-03-06,3.2,0,,4.0,7,81,0,25,150.8,6,3,3,7.0,44.00%,34345.0,8,"Not a priority right now, but worth revisiting next quarter.",too many false positives,none,role-based permissions,Archive
CPT-1339,Forecasting Assistant 48,Logistics,Personalization,Ops Manager,4,4.0,CUST-2339,Enterprise,2024-08-22,4.6,0,,1.0,21,127,13,15,96.9,8,5,4,5.0,35.00%,14587.0,8,"Not a priority right now, but worth revisiting next quarter.",forecasts are unreliable,none,better reporting,Archive
CPT-1340,Compliance Monitoring Assistant 49,Manufacturing,Workflow Automation,Ops Manager,6,7.0,CUST-2340,SMB,2025-05-11,5.4,0,0.0,5.0,18,184,13,42,122.0,6,6,3,6.0,80.00%,16239.0,8,"Not a priority right now, but worth revisiting next quarter.",forecasts are unreliable,security review pending,better reporting,Customer Pilot
CPT-1341,Knowledge Search Assistant 50,Legal Tech,Customer Support,Product Manager,5,6.0,CUST-2341,Enterprise,2025-06-09,7.0,1,1.0,4.0,16,70,11,27,104.5,4,7,6,8.0,71.00%,39679.0,5,"Not a priority right now, but worth revisiting next quarter.",onboarding new staff is painful,unclear ROI,better reporting,Incubate
