Concept ID,Concept Name,Industry,Problem Area,Target User,Segment,Delivery Complexity (1-10),Strategic Fit (1-10),Feedback Score (1-10),Objections Count,Decision Maker Present,Follow-Up Requested,Trial Sessions,Feature Clicks,Repeat Usage Days,Active Users,Time Spent (min),Abandoned Features,Pilot Interest (1-10),Urgency Score (1-10),Budget Signal (1-10),Willingness To Pay (%),Expected Value ($),Implementation Risk (1-10),Engagement Score (%),Demand Intensity (%),Revenue Potential (%),Feasibility Score (%),Strategic Alignment (%),Repeatability Score (%),Confidence Indicator (%),Commercial Outcome
CPT-1289,Process Optimization Assistant 95,EdTech,Knowledge Search,IT Admin,Startup,7,5.0,5.2,4.0,0.0,1,10,56,6,1,114.3,7,5,7,3.0,50.00%,10938.0,6,36.00%,68.00%,22.00%,28.00%,27.00%,10.00%,43.00%,Archive
CPT-1290,Process Optimization Assistant 96,HR Tech,Knowledge Search,Product Manager,SMB,7,6.0,6.2,3.0,1.0,1,21,147,18,26,210.7,5,7,6,5.0,55.00%,12929.0,8,62.00%,73.00%,29.00%,19.00%,73.00%,51.00%,58.00%,Incubate
CPT-1291,Workflow Automation Assistant 0,Legal Tech,Fraud Detection,Executive Sponsor,Startup,5,6.0,1.9,4.0,1.0,0,14,74,6,23,149.8,6,4,6,5.0,52.00%,30287.0,7,25.00%,30.00%,36.00%,43.00%,73.00%,29.00%,48.00%,Archive
CPT-1292,Predictive Analytics Assistant 1,FinTech,Knowledge Search,Data Analyst,Startup,6,6.0,5.1,6.0,0.0,0,22,214,16,15,57.6,7,6,5,5.0,60.00%,40370.0,5,40.00%,36.00%,43.00%,42.00%,33.00%,39.00%,32.00%,Archive
CPT-1293,Customer Support Assistant 2,Manufacturing,Customer Support,Compliance Officer,Enterprise,6,3.0,1.7,5.0,0.0,0,13,145,0,6,0.0,6,1,3,3.0,8.00%,8398.0,8,3.00%,7.00%,8.00%,29.00%,13.00%,4.00%,42.00%,Archive
CPT-1294,Compliance Monitoring Assistant 3,Logistics,Customer Support,Compliance Officer,Mid-Market,6,5.0,5.5,5.0,0.0,0,17,203,3,34,171.3,5,5,6,6.0,46.00%,9976.0,2,40.00%,34.00%,27.00%,56.00%,27.00%,33.00%,47.00%,Archive
CPT-1295,Fraud Detection Assistant 4,HR Tech,Fraud Detection,Compliance Officer,Mid-Market,4,6.0,5.9,5.0,0.0,0,12,98,9,33,117.2,2,6,7,7.0,55.00%,32626.0,5,42.00%,42.00%,42.00%,62.00%,33.00%,42.00%,62.00%,Incubate
CPT-1296,Customer Support Assistant 5,EdTech,Process Optimization,IT Admin,Mid-Market,5,6.0,4.1,1.0,0.0,0,21,243,7,16,80.3,8,6,6,3.0,7.00%,10793.0,5,29.00%,39.00%,9.00%,52.00%,33.00%,24.00%,54.00%,Archive
CPT-1297,Forecasting Assistant 6,Consumer Apps,Forecasting,Ops Manager,Enterprise,7,8.0,5.6,2.0,0.0,1,21,177,16,30,123.9,3,6,6,4.0,32.00%,18024.0,4,49.00%,69.00%,22.00%,37.00%,47.00%,51.00%,74.00%,Incubate
CPT-1298,Fraud Detection Assistant 7,Legal Tech,Compliance Monitoring,Compliance Officer,Mid-Market,5,4.0,3.8,5.0,1.0,0,16,136,23,18,83.0,7,4,4,7.0,54.00%,58256.0,9,44.00%,23.00%,54.00%,34.00%,60.00%,53.00%,37.00%,Archive
CPT-1299,Predictive Analytics Assistant 8,Logistics,Compliance Monitoring,IT Admin,Enterprise,4,5.0,2.7,3.0,0.0,0,5,53,10,1,16.8,8,2,8,5.0,58.00%,18259.0,6,19.00%,28.00%,32.00%,58.00%,27.00%,17.00%,43.00%,Archive
CPT-1300,Document Intelligence Assistant 9,Retail,Personalization,Product Manager,SMB,5,8.0,7.5,0.0,0.0,0,21,75,19,34,255.3,1,9,7,5.0,68.00%,21502.0,3,73.00%,56.00%,37.00%,61.00%,47.00%,60.00%,95.00%,Customer Pilot
CPT-1301,Fraud Detection Assistant 10,Healthcare,Compliance Monitoring,Product Manager,Enterprise,5,6.0,8.7,0.0,0.0,0,24,280,30,50,141.0,0,9,9,8.0,57.00%,106302.0,6,78.00%,62.00%,78.00%,48.00%,33.00%,92.00%,100.00%,MVP Build
CPT-1302,Compliance Monitoring Assistant 11,Manufacturing,Document Intelligence,Small Business Owner,Mid-Market,8,7.0,7.3,3.0,1.0,1,33,120,23,48,291.1,4,7,7,6.0,50.00%,19171.0,7,80.00%,77.00%,33.00%,13.00%,80.00%,78.00%,63.00%,Customer Pilot
CPT-1303,Customer Support Assistant 12,Manufacturing,Compliance Monitoring,Product Manager,Mid-Market,6,6.0,7.8,0.0,0.0,0,32,100,30,43,144.7,0,8,6,4.0,35.00%,38282.0,6,75.00%,48.00%,32.00%,38.00%,33.00%,86.00%,100.00%,Incubate
CPT-1304,Fraud Detection Assistant 13,Consumer Apps,Personalization,Ops Manager,Startup,6,8.0,8.1,0.0,0.0,1,19,152,12,41,137.4,1,8,7,4.0,40.00%,13659.0,5,57.00%,81.00%,23.00%,42.00%,47.00%,54.00%,95.00%,Customer Pilot
CPT-1305,Fraud Detection Assistant 14,Healthcare,Process Optimization,Data Analyst,SMB,5,7.0,4.7,3.0,1.0,1,9,38,3,18,136.1,4,5,5,4.0,30.00%,19321.0,7,33.00%,61.00%,22.00%,43.00%,80.00%,19.00%,63.00%,Archive
CPT-1306,Document Intelligence Assistant 15,HR Tech,Compliance Monitoring,Ops Manager,Mid-Market,6,6.0,5.4,5.0,0.0,1,15,164,8,29,131.4,3,5,6,5.0,53.00%,40163.0,6,41.00%,64.00%,41.00%,38.00%,33.00%,37.00%,57.00%,Archive
CPT-1307,Customer Support Assistant 16,Legal Tech,Process Optimization,Product Manager,Mid-Market,7,5.0,6.3,3.0,1.0,1,22,240,27,30,167.2,3,6,6,8.0,62.00%,38190.0,9,67.00%,69.00%,49.00%,14.00%,67.00%,70.00%,68.00%,Incubate
CPT-1308,Workflow Automation Assistant 17,Legal Tech,Forecasting,Frontline Agent,Enterprise,6,3.0,3.1,2.0,0.0,0,14,153,6,17,300.0,5,2,4,6.0,46.00%,25838.0,5,45.00%,14.00%,34.00%,42.00%,13.00%,24.00%,64.00%,Archive
CPT-1309,Document Intelligence Assistant 18,Legal Tech,Process Optimization,Data Analyst,SMB,2,7.0,8.6,0.0,1.0,1,24,94,30,45,300.0,1,9,6,10.0,100.00%,35346.0,1,94.00%,82.00%,64.00%,100.00%,80.00%,87.00%,95.00%,MVP Build
CPT-1310,Forecasting Assistant 19,Legal Tech,Compliance Monitoring,Executive Sponsor,SMB,5,7.0,7.2,2.0,0.0,0,23,220,22,45,214.5,7,7,7,7.0,82.00%,40321.0,6,71.00%,47.00%,54.00%,48.00%,40.00%,74.00%,54.00%,Customer Pilot
CPT-1311,Fraud Detection Assistant 20,Legal Tech,Workflow Automation,Small Business Owner,Mid-Market,7,8.0,6.4,3.0,0.0,1,27,162,19,20,176.5,3,6,6,4.0,45.00%,17422.0,8,61.00%,69.00%,26.00%,19.00%,47.00%,48.00%,68.00%,Incubate
CPT-1312,Predictive Analytics Assistant 21,Logistics,Compliance Monitoring,Executive Sponsor,Mid-Market,6,5.5,7.2,5.0,0.0,1,20,221,17,33,192.7,4,7,7,8.0,89.00%,40267.0,7,64.00%,77.00%,58.00%,33.00%,30.00%,55.00%,52.00%,Customer Pilot
CPT-1313,Predictive Analytics Assistant 22,Logistics,Document Intelligence,Product Manager,Startup,7,6.0,7.6,1.0,1.0,1,33,256,15,41,189.3,1,7,7,8.0,72.00%,21621.0,8,63.00%,77.00%,45.00%,19.00%,73.00%,59.00%,89.00%,Customer Pilot
CPT-1314,Workflow Automation Assistant 23,Manufacturing,Document Intelligence,IT Admin,Startup,6,6.0,6.1,6.0,1.0,0,29,197,8,25,185.0,1,7,5,4.0,26.00%,17689.0,9,49.00%,40.00%,20.00%,24.00%,73.00%,34.00%,62.00%,Archive
CPT-1315,Compliance Monitoring Assistant 24,Consumer Apps,Process Optimization,IT Admin,Mid-Market,6,6.0,8.5,0.0,0.0,1,24,132,23,60,268.1,2,9,8,5.0,78.00%,16461.0,1,83.00%,89.00%,38.00%,60.00%,33.00%,88.00%,90.00%,MVP Build
CPT-1316,Customer Support Assistant 25,HR Tech,Workflow Automation,Data Analyst,Startup,5,8.0,5.1,3.0,0.0,0,10,74,5,23,230.4,2,5,5,6.0,53.00%,11376.0,7,46.00%,31.00%,30.00%,43.00%,47.00%,27.00%,73.00%,Archive
CPT-1317,Workflow Automation Assistant 26,Manufacturing,Predictive Analytics,Product Manager,SMB,5,1.0,1.0,8.0,1.0,1,6,34,6,1,0.0,6,1,5,5.0,27.00%,32691.0,9,6.00%,43.00%,30.00%,34.00%,40.00%,10.00%,26.00%,Archive
CPT-1318,Forecasting Assistant 27,Manufacturing,Customer Support,Executive Sponsor,Startup,7,5.0,6.7,4.0,0.0,1,23,184,21,45,201.5,1,8,9,3.0,38.00%,19341.0,3,66.00%,88.00%,22.00%,41.00%,27.00%,72.00%,73.00%,Incubate
CPT-1319,Knowledge Search Assistant 28,Healthcare,Personalization,Product Manager,Enterprise,4,4.0,7.0,1.0,0.0,0,17,86,14,30,97.8,7,7,8,7.0,69.00%,41710.0,6,50.00%,50.00%,51.00%,58.00%,20.00%,48.00%,59.00%,Incubate
CPT-1320,Document Intelligence Assistant 29,Healthcare,Compliance Monitoring,Product Manager,SMB,3,4.0,3.3,3.0,0.0,1,0,0,8,1,105.6,8,4,3,3.0,8.00%,11114.0,5,29.00%,50.00%,10.00%,72.00%,20.00%,13.00%,43.00%,Archive
CPT-1321,Personalization Assistant 30,HR Tech,Knowledge Search,Small Business Owner,Enterprise,6,4.0,4.6,0.0,1.0,1,7,63,9,13,112.6,10,5,4,6.0,95.00%,48547.0,6,36.00%,58.00%,59.00%,38.00%,60.00%,25.00%,50.00%,Archive
CPT-1322,Workflow Automation Assistant 31,FinTech,Predictive Analytics,Data Analyst,SMB,5,3.0,4.1,5.0,1.0,1,11,68,8,14,43.8,6,6,4,4.0,48.00%,16797.0,10,26.00%,62.00%,26.00%,30.00%,53.00%,24.00%,42.00%,Archive
CPT-1323,Knowledge Search Assistant 32,Healthcare,Fraud Detection,Executive Sponsor,Mid-Market,5,8.0,7.8,2.0,0.0,1,26,111,17,31,257.3,2,8,9,5.0,32.00%,36143.0,8,73.00%,88.00%,33.00%,39.00%,47.00%,54.00%,79.00%,Customer Pilot
CPT-1324,Forecasting Assistant 33,Logistics,Compliance Monitoring,Data Analyst,SMB,7,4.0,5.0,4.0,1.0,0,28,140,16,39,45.1,8,4,6,4.0,38.00%,15167.0,7,38.00%,30.00%,23.00%,23.00%,60.00%,59.00%,38.00%,Archive
CPT-1325,Workflow Automation Assistant 34,Manufacturing,Document Intelligence,Compliance Officer,Enterprise,8,5.0,2.9,8.0,0.0,0,13,131,8,11,123.8,9,4,5,4.0,58.00%,22403.0,8,29.00%,27.00%,32.00%,9.00%,27.00%,22.00%,11.00%,Archive
CPT-1326,Document Intelligence Assistant 35,EdTech,Workflow Automation,IT Admin,Startup,4,6.0,5.6,1.0,1.0,1,7,49,12,42,234.4,3,8,6,5.0,77.00%,37892.0,7,56.00%,78.00%,47.00%,53.00%,73.00%,55.00%,79.00%,Customer Pilot
CPT-1327,Customer Support Assistant 36,HR Tech,Fraud Detection,Compliance Officer,Mid-Market,7,5.0,4.8,3.0,0.0,0,14,69,0,25,141.2,3,5,5,4.0,43.00%,34030.0,4,31.00%,31.00%,33.00%,37.00%,27.00%,20.00%,68.00%,Archive
CPT-1328,Compliance Monitoring Assistant 37,Legal Tech,Compliance Monitoring,Frontline Agent,Mid-Market,6,5.0,2.4,7.0,1.0,0,9,43,16,4,28.3,7,3,6,3.0,45.00%,19717.0,6,25.00%,26.00%,25.00%,38.00%,67.00%,29.00%,26.00%,Archive
CPT-1329,Customer Support Assistant 38,Logistics,Workflow Automation,IT Admin,Mid-Market,7,4.0,2.9,4.0,1.0,0,12,57,9,2,93.4,3,3,6,5.0,82.00%,14158.0,6,27.00%,26.00%,38.00%,28.00%,60.00%,16.00%,63.00%,Archive
CPT-1330,Document Intelligence Assistant 39,Cybersecurity,Predictive Analytics,Product Manager,Enterprise,8,7.0,6.1,6.0,0.0,0,15,177,22,36,66.7,4,6,6,8.0,56.00%,27109.0,9,51.00%,39.00%,42.00%,4.00%,40.00%,66.00%,47.00%,Reusable Asset
CPT-1331,Compliance Monitoring Assistant 40,FinTech,Document Intelligence,Compliance Officer,Enterprise,5,4.0,3.4,4.0,0.0,0,2,11,11,4,99.2,10,3,7,4.0,67.00%,32044.0,9,32.00%,29.00%,39.00%,34.00%,20.00%,21.00%,28.00%,Archive
CPT-1332,Personalization Assistant 41,Manufacturing,Forecasting,Data Analyst,Startup,6,5.0,8.2,1.0,1.0,1,23,72,20,41,146.0,3,7,6,8.0,56.00%,55290.0,6,67.00%,73.00%,55.00%,38.00%,67.00%,67.00%,79.00%,Incubate
CPT-1333,Forecasting Assistant 42,Cybersecurity,Workflow Automation,Data Analyst,Mid-Market,5,3.0,2.7,4.0,0.0,1,22,102,5,15,103.1,10,2,6,6.0,56.00%,52907.0,8,23.00%,51.00%,50.00%,39.00%,13.00%,20.00%,28.00%,Archive
CPT-1334,Personalization Assistant 43,Consumer Apps,Personalization,Frontline Agent,Enterprise,6,7.0,3.5,4.0,0.0,0,8,26,6,14,53.6,3,1,3,4.0,19.00%,12710.0,4,22.00%,7.00%,16.00%,47.00%,40.00%,21.00%,63.00%,Archive
CPT-1335,Knowledge Search Assistant 44,HR Tech,Customer Support,Executive Sponsor,SMB,8,5.0,9.1,3.0,1.0,1,26,172,24,40,300.0,1,10,9,9.0,55.00%,26393.0,6,90.00%,97.00%,44.00%,18.00%,67.00%,73.00%,78.00%,MVP Build
CPT-1336,Customer Support Assistant 45,Cybersecurity,Process Optimization,Data Analyst,Enterprise,4,4.0,4.4,5.0,0.0,0,17,126,14,40,49.9,7,4,8,7.0,30.00%,22868.0,7,34.00%,37.00%,30.00%,53.00%,20.00%,56.00%,37.00%,Archive
CPT-1337,Personalization Assistant 46,HR Tech,Knowledge Search,Product Manager,SMB,8,5.0,5.9,4.0,0.0,0,13,104,10,18,63.1,5,3,5,2.0,55.00%,15173.0,10,38.00%,22.00%,23.00%,0.00%,27.00%,31.00%,53.00%,Archive
CPT-1338,Workflow Automation Assistant 47,Legal Tech,Customer Support,IT Admin,SMB,7,4.0,3.2,4.0,0.0,0,7,81,0,25,150.8,6,3,3,7.0,44.00%,34345.0,8,25.00%,16.00%,40.00%,19.00%,20.00%,20.00%,48.00%,Archive
CPT-1339,Forecasting Assistant 48,Logistics,Personalization,Ops Manager,Enterprise,4,4.0,4.6,1.0,0.0,0,21,127,13,15,96.9,8,5,4,5.0,35.00%,14587.0,8,39.00%,28.00%,24.00%,49.00%,20.00%,34.00%,54.00%,Archive
CPT-1340,Compliance Monitoring Assistant 49,Manufacturing,Workflow Automation,Ops Manager,SMB,6,7.0,5.4,5.0,0.0,0,18,184,13,42,122.0,6,6,3,6.0,80.00%,16239.0,8,45.00%,29.00%,40.00%,29.00%,40.00%,56.00%,42.00%,Customer Pilot
CPT-1341,Knowledge Search Assistant 50,Legal Tech,Customer Support,Product Manager,Enterprise,5,6.0,7.0,4.0,1.0,1,16,70,11,27,104.5,4,7,6,8.0,71.00%,39679.0,5,48.00%,73.00%,53.00%,52.00%,73.00%,40.00%,58.00%,Incubate
CPT-1342,Customer Support Assistant 51,HR Tech,Workflow Automation,IT Admin,SMB,4,3.0,3.5,3.0,0.0,1,26,208,3,6,68.2,6,2,4,3.0,29.00%,9821.0,6,21.00%,44.00%,15.00%,58.00%,13.00%,9.00%,53.00%,Archive
CPT-1343,Personalization Assistant 52,Healthcare,Customer Support,Frontline Agent,Enterprise,3,3.0,1.2,2.0,0.0,0,0,0,3,1,69.2,10,1,3,4.0,46.00%,14513.0,5,11.00%,7.00%,25.00%,72.00%,13.00%,5.00%,39.00%,Archive
CPT-1344,Fraud Detection Assistant 53,FinTech,Fraud Detection,Data Analyst,Mid-Market,3,7.0,5.9,3.0,1.0,0,19,168,16,14,126.5,5,5,5,6.0,63.00%,59175.0,3,50.00%,31.00%,55.00%,81.00%,80.00%,38.00%,58.00%,Incubate
CPT-1345,Forecasting Assistant 54,Retail,Compliance Monitoring,Frontline Agent,Startup,6,4.0,4.7,4.0,0.0,0,12,100,6,25,132.5,1,4,5,5.0,67.00%,35930.0,7,36.00%,27.00%,43.00%,33.00%,20.00%,30.00%,73.00%,Archive
CPT-1346,Predictive Analytics Assistant 55,EdTech,Compliance Monitoring,Frontline Agent,Enterprise,4,5.0,4.5,7.0,0.0,0,9,68,4,14,205.1,3,4,7,5.0,50.00%,23163.0,7,40.00%,33.00%,32.00%,53.00%,27.00%,18.00%,46.00%,Archive
CPT-1347,Workflow Automation Assistant 56,Retail,Workflow Automation,Product Manager,Enterprise,5,7.0,7.3,0.0,0.0,0,36,396,25,39,242.2,2,10,7,7.0,56.00%,21658.0,7,77.00%,60.00%,38.00%,43.00%,40.00%,74.00%,90.00%,Customer Pilot
CPT-1348,Compliance Monitoring Assistant 57,Legal Tech,Personalization,Small Business Owner,Startup,6,8.0,6.8,1.0,1.0,1,24,239,20,35,131.9,0,8,7,6.0,70.00%,18783.0,7,59.00%,81.00%,38.00%,33.00%,87.00%,62.00%,94.00%,Customer Pilot
CPT-1349,Forecasting Assistant 58,Manufacturing,Customer Support,IT Admin,SMB,6,5.0,7.0,2.0,0.0,1,24,105,18,41,218.9,4,6,6,5.0,57.00%,28263.0,8,67.00%,69.00%,37.00%,29.00%,27.00%,64.00%,69.00%,Incubate
CPT-1350,Fraud Detection Assistant 59,Consumer Apps,Personalization,IT Admin,Startup,7,9.0,10.0,0.0,0.0,1,38,151,27,60,300.0,1,10,7,6.0,56.00%,17625.0,3,97.00%,90.00%,34.00%,41.00%,53.00%,95.00%,95.00%,MVP Build
CPT-1351,Forecasting Assistant 60,Logistics,Workflow Automation,Frontline Agent,Mid-Market,5,6.0,3.7,4.0,1.0,1,21,207,7,13,151.5,4,3,4,4.0,45.00%,11025.0,5,34.00%,49.00%,23.00%,52.00%,73.00%,22.00%,58.00%,Archive
CPT-1352,Workflow Automation Assistant 61,Retail,Predictive Analytics,Product Manager,SMB,4,4.0,4.3,2.0,1.0,1,1,7,0,13,139.8,4,5,4,6.0,87.00%,39379.0,5,29.00%,58.00%,53.00%,62.00%,60.00%,10.00%,69.00%,Archive
CPT-1353,Document Intelligence Assistant 62,FinTech,Workflow Automation,Compliance Officer,Startup,5,6.0,4.5,2.0,0.0,0,12,96,9,8,88.6,3,4,5,4.0,15.00%,37063.0,8,33.00%,27.00%,26.00%,39.00%,33.00%,21.00%,74.00%,Archive
CPT-1354,Customer Support Assistant 63,Retail,Knowledge Search,Ops Manager,SMB,4,8.0,7.5,0.0,0.0,1,24,99,28,49,285.9,0,8,6,8.0,54.00%,30483.0,4,85.00%,78.00%,43.00%,67.00%,47.00%,87.00%,100.00%,MVP Build
CPT-1355,Document Intelligence Assistant 64,Manufacturing,Predictive Analytics,Product Manager,Startup,4,7.0,8.6,1.0,0.0,1,16,166,16,57,225.1,2,10,6,6.0,71.00%,49104.0,8,72.00%,87.00%,52.00%,49.00%,40.00%,74.00%,84.00%,MVP Build
CPT-1356,Customer Support Assistant 65,EdTech,Workflow Automation,Compliance Officer,Mid-Market,6,6.0,5.6,4.0,0.0,0,19,81,11,32,0.0,3,6,5,4.0,13.00%,24919.0,2,31.00%,36.00%,20.00%,56.00%,33.00%,45.00%,63.00%,Archive
CPT-1357,Document Intelligence Assistant 66,FinTech,Compliance Monitoring,Frontline Agent,Mid-Market,7,7.0,8.3,2.0,0.0,1,30,154,28,45,265.4,1,10,6,8.0,79.00%,13255.0,3,87.00%,87.00%,43.00%,41.00%,40.00%,84.00%,84.00%,MVP Build
CPT-1358,Workflow Automation Assistant 67,Healthcare,Forecasting,Executive Sponsor,SMB,3,4.0,1.7,8.0,0.0,0,4,19,3,18,21.8,10,3,3,5.0,54.00%,13720.0,10,8.00%,16.00%,29.00%,50.00%,20.00%,19.00%,6.00%,Archive
CPT-1359,Predictive Analytics Assistant 68,Legal Tech,Predictive Analytics,Compliance Officer,Enterprise,5,5.0,5.5,1.0,1.0,1,22,125,8,26,115.3,4,4,6,6.0,52.00%,23154.0,5,40.00%,60.00%,35.00%,52.00%,67.00%,35.00%,74.00%,Incubate
CPT-1360,Workflow Automation Assistant 69,FinTech,Predictive Analytics,Compliance Officer,Mid-Market,4,4.0,3.9,2.0,0.0,0,6,50,8,22,111.9,7,4,3,5.0,56.00%,35336.0,8,32.00%,20.00%,39.00%,49.00%,20.00%,31.00%,54.00%,Archive
CPT-1361,Fraud Detection Assistant 70,Manufacturing,Personalization,Ops Manager,Startup,4,6.0,4.0,2.0,0.0,1,3,16,10,16,119.9,8,3,4,2.0,15.00%,17447.0,10,35.00%,49.00%,12.00%,40.00%,33.00%,29.00%,49.00%,Archive
CPT-1362,Personalization Assistant 71,Retail,Personalization,Frontline Agent,Mid-Market,6,9.0,10.0,2.0,0.0,1,19,83,30,60,300.0,0,8,9,9.0,92.00%,88982.0,4,100.00%,88.00%,83.00%,47.00%,53.00%,100.00%,89.00%,MVP Build
CPT-1363,Process Optimization Assistant 72,HR Tech,Process Optimization,IT Admin,Mid-Market,6,6.0,5.9,0.0,1.0,1,30,359,22,49,295.8,3,9,6,5.0,27.00%,12372.0,5,73.00%,82.00%,20.00%,42.00%,73.00%,77.00%,85.00%,Customer Pilot
CPT-1364,Knowledge Search Assistant 73,EdTech,Fraud Detection,Executive Sponsor,Startup,6,5.0,6.9,3.0,0.0,1,26,78,11,44,113.1,3,7,6,5.0,50.00%,11752.0,5,49.00%,73.00%,27.00%,42.00%,27.00%,55.00%,68.00%,Incubate
CPT-1365,Personalization Assistant 74,EdTech,Personalization,Small Business Owner,Enterprise,5,4.0,5.6,3.0,1.0,0,9,87,2,12,158.1,4,4,4,4.0,39.00%,16544.0,6,38.00%,23.00%,24.00%,48.00%,60.00%,13.00%,63.00%,Archive
CPT-1366,Compliance Monitoring Assistant 75,Legal Tech,Document Intelligence,Product Manager,Enterprise,4,2.0,2.9,5.0,0.0,0,8,78,2,7,0.0,5,2,5,4.0,80.00%,10160.0,10,10.00%,18.00%,33.00%,40.00%,7.00%,8.00%,47.00%,Archive
CPT-1367,Personalization Assistant 76,Cybersecurity,Workflow Automation,Small Business Owner,Mid-Market,5,6.0,5.4,4.0,1.0,1,8,53,6,5,35.3,10,3,5,7.0,58.00%,24952.0,9,29.00%,52.00%,40.00%,34.00%,73.00%,13.00%,28.00%,Archive
CPT-1368,Compliance Monitoring Assistant 77,FinTech,Compliance Monitoring,Data Analyst,Enterprise,6,8.0,8.0,1.0,1.0,1,30,356,30,49,300.0,0,7,5,7.0,83.00%,23282.0,7,91.00%,70.00%,47.00%,33.00%,87.00%,91.00%,94.00%,MVP Build
CPT-1369,Compliance Monitoring Assistant 78,HR Tech,Fraud Detection,Ops Manager,Mid-Market,5,7.0,7.0,3.0,1.0,1,18,135,15,39,246.6,3,6,6,4.0,66.00%,13800.0,7,66.00%,69.00%,31.00%,43.00%,80.00%,57.00%,68.00%,Incubate
CPT-1370,Compliance Monitoring Assistant 79,HR Tech,Forecasting,Product Manager,SMB,8,7.0,10.0,1.0,1.0,1,34,177,26,49,265.3,0,9,6,9.0,89.00%,40845.0,6,93.00%,82.00%,61.00%,18.00%,80.00%,84.00%,94.00%,MVP Build
CPT-1371,Forecasting Assistant 80,Legal Tech,Document Intelligence,IT Admin,Enterprise,5,5.0,4.6,5.0,1.0,1,19,215,10,18,146.0,4,4,5,6.0,52.00%,20051.0,6,41.00%,57.00%,34.00%,48.00%,67.00%,31.00%,52.00%,Incubate
CPT-1372,Predictive Analytics Assistant 81,HR Tech,Forecasting,IT Admin,Enterprise,6,3.0,3.7,2.0,0.0,0,4,22,0,4,107.9,9,4,5,3.0,39.00%,9787.0,4,23.00%,27.00%,18.00%,47.00%,13.00%,3.00%,44.00%,Archive
CPT-1373,Workflow Automation Assistant 82,EdTech,Document Intelligence,Product Manager,Mid-Market,5,7.0,4.8,2.0,1.0,1,20,193,1,30,139.7,7,4,5,3.0,72.00%,16233.0,5,32.00%,57.00%,31.00%,52.00%,80.00%,26.00%,54.00%,Archive
CPT-1374,Document Intelligence Assistant 83,Cybersecurity,Knowledge Search,Compliance Officer,Mid-Market,3,6.0,2.6,5.0,1.0,1,21,243,6,22,20.2,7,2,3,6.0,56.00%,30103.0,6,15.00%,41.00%,39.00%,68.00%,73.00%,28.00%,37.00%,Archive
CPT-1375,Forecasting Assistant 84,FinTech,Document Intelligence,Data Analyst,SMB,3,6.0,6.4,4.0,0.0,0,20,129,19,39,169.6,2,6,8,8.0,100.00%,35604.0,5,60.00%,46.00%,59.00%,72.00%,33.00%,64.00%,68.00%,Customer Pilot
CPT-1376,Personalization Assistant 85,Cybersecurity,Process Optimization,Data Analyst,SMB,6,5.0,5.6,4.0,0.0,0,12,105,0,18,87.2,4,6,7,4.0,15.00%,17271.0,6,29.00%,42.00%,17.00%,38.00%,27.00%,14.00%,58.00%,Archive
CPT-1377,Personalization Assistant 86,Logistics,Personalization,Executive Sponsor,Enterprise,3,5.0,4.1,6.0,0.0,1,4,24,10,30,126.8,3,4,5,5.0,47.00%,25135.0,6,36.00%,57.00%,32.00%,68.00%,27.00%,41.00%,52.00%,Archive
CPT-1378,Document Intelligence Assistant 87,Manufacturing,Process Optimization,IT Admin,Startup,5,4.0,5.6,2.0,0.0,1,12,74,14,33,185.6,3,7,7,8.0,60.00%,25507.0,8,53.00%,77.00%,43.00%,39.00%,20.00%,50.00%,74.00%,Incubate
CPT-1379,Predictive Analytics Assistant 88,Retail,Knowledge Search,Product Manager,SMB,7,9.0,10.0,0.0,0.0,0,37,394,26,56,240.4,0,9,9,6.0,52.00%,40972.0,3,90.00%,62.00%,43.00%,41.00%,53.00%,90.00%,100.00%,MVP Build
CPT-1380,Compliance Monitoring Assistant 89,FinTech,Knowledge Search,Compliance Officer,SMB,6,6.0,5.0,1.0,1.0,0,20,169,11,12,172.6,3,5,5,8.0,57.00%,48348.0,6,46.00%,31.00%,52.00%,38.00%,73.00%,28.00%,79.00%,Incubate
CPT-1381,Customer Support Assistant 90,FinTech,Document Intelligence,Product Manager,Mid-Market,5,9.0,7.7,2.0,0.0,1,28,214,21,40,230.8,4,7,5,7.0,66.00%,47126.0,2,74.00%,70.00%,52.00%,66.00%,53.00%,68.00%,69.00%,MVP Build
CPT-1382,Compliance Monitoring Assistant 91,Cybersecurity,Document Intelligence,Small Business Owner,SMB,6,6.0,7.6,0.0,0.0,0,27,291,14,48,198.8,2,6,7,6.0,76.00%,65375.0,6,63.00%,42.00%,61.00%,38.00%,33.00%,63.00%,90.00%,Reusable Asset
CPT-1383,Compliance Monitoring Assistant 92,Consumer Apps,Knowledge Search,Frontline Agent,Startup,4,9.0,7.3,3.0,1.0,0,11,120,22,50,235.4,2,7,9,9.0,52.00%,33883.0,7,74.00%,53.00%,47.00%,53.00%,93.00%,78.00%,73.00%,Customer Pilot
CPT-1384,Predictive Analytics Assistant 93,FinTech,Forecasting,Data Analyst,Enterprise,3,5.0,5.2,4.0,0.0,0,14,100,8,31,97.6,6,5,5,5.0,52.00%,27590.0,6,36.00%,31.00%,35.00%,68.00%,27.00%,39.00%,48.00%,Archive
CPT-1385,Knowledge Search Assistant 94,Retail,Forecasting,Small Business Owner,Mid-Market,6,5.0,7.5,1.0,1.0,0,11,56,17,17,131.0,1,5,4,7.0,57.00%,35818.0,7,59.00%,28.00%,44.00%,33.00%,67.00%,42.00%,89.00%,Archive
